molecule_chembl_id,Smiles,pIC50,bioactivity_class
CHEMBL1824645,COc1cc2c(cn1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,6.484,1
CHEMBL1796060,COCCNc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,7.585,1
CHEMBL1824899,COc1cc2c(cn1)c(C(=O)N1CCN[C@@H](C)C1)c(Cc1cccc(F)c1C)n2C1CCCCC1,6.495,1
CHEMBL560085,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(C)C)S(=O)(=O)c1ccc(OC)c(OCCCOC)c1,6.523,1
CHEMBL1923117,Cc1c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)cccc1C(F)(F)F,9.523,1
CHEMBL1276713,CC[C@H]1CC[C@](O)(CCc2ccccc2)C[C@@H]1C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,7.959,1
CHEMBL230260,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCC2,6.187,1
CHEMBL1276270,CCCCNC(=O)[C@@H](NC[C@@H]1CCCCOc2ccccc2C[C@H](NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc2cnc[nH]2)C(=O)N1)C(C)C,7.699,1
CHEMBL1824631,CCc1ccnc2c1c(C(=O)N1CCNCC1)c(Oc1cc(F)ccc1C)n2-c1ccccc1,5.91,0
CHEMBL1824628,COc1cnc2c(c1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,5.331,0
CHEMBL3143424,CC(C)OP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OC(C)C,5.824,0
CHEMBL550005,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(CC)c(OCCCOC)c1)C(C)C)C(C)C,9.0,1
CHEMBL557063,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,8.301,1
CHEMBL557064,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(/C=C/CCOC)c1)C(C)C,8.398,1
CHEMBL550673,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(Br)c(OCCCOC)c1)C(C)C,8.097,1
CHEMBL327190,O=C(N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,8.959,1
CHEMBL195424,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)c(Cl)c2)cc1,6.745,1
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,8.523,1
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.222,1
CHEMBL1076460,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C(F)(F)CNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,6.097,1
CHEMBL1076449,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,9.26,1
CHEMBL1076445,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CS(=O)(=O)C[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,8.194,1
CHEMBL1076444,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CCC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,8.959,1
CHEMBL1076453,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@H]3CNC[C@H]2N3)C2CC2)c1C,8.863,1
CHEMBL1076461,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@H]3COC[C@H]2N3)C2CC2)c1C,9.31,1
CHEMBL1076447,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@H]3C[S+]([O-])C[C@H]2N3)C2CC2)c1C,7.194,1
CHEMBL522058,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCCO)c2cccc(Cl)c2)C1,6.117,1
CHEMBL1076448,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C3(CC3)CNC2)C2CC2)c1C,6.678,1
CHEMBL557788,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2C[C@H](C)O[C@H](C)C2)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL556343,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCS(=O)(=O)N(C)C)C(C)C)ccc1OC.Cl,8.301,1
CHEMBL2017103,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)on1,5.022,0
CHEMBL536981,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCN2CCOCC2)C(C)C)ccc1OC.Cl,8.0,1
CHEMBL540112,CCCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC)C(C)C)ccc1OC.Cl,7.155,1
CHEMBL537655,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOCC)c1)C(C)C.Cl,7.699,1
CHEMBL535185,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCc2nnn[nH]2)C(C)C)ccc1OC.Cl,8.523,1
CHEMBL1257460,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3Cl)cc2)c(Cl)c1,9.284,1
CHEMBL2387571,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1C2CC3CC1CC(C(N)=O)(C3)C2.O=C(O)/C=C/C(=O)O,8.886,1
CHEMBL313089,COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CSCNC(C)=O)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,4.398,0
CHEMBL589647,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)cc(F)c2)C1,9.638,1
CHEMBL2387544,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)N[C@H]1CC[C@H](O)CC1.O=C(O)/C=C/C(=O)O,8.854,1
CHEMBL4075644,Cc1cc(N)nc(C)c1-c1cccc2c(C)c[nH]c12,5.069,0
CHEMBL534505,CNC(=O)[C@@H](C)CNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,9.0,1
CHEMBL537210,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCC(=O)N(C)C)C(C)C)C(C)C)ccc1OC.Cl,8.523,1
CHEMBL556765,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCCN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,8.523,1
CHEMBL4107238,COCCCCn1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,9.301,1
CHEMBL1093288,CC(=O)N(C)Cc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,8.538,1
CHEMBL562634,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C,9.0,1
CHEMBL3143423,COP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)C)OC,7.328,1
CHEMBL4113204,COCCCn1nc(F)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,8.398,1
CHEMBL3401541,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC,8.097,1
CHEMBL3400449,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)OCC2CCCCC2)C(C)C)ccc1OC,7.222,1
CHEMBL3143415,COP(=O)(O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,6.456,1
CHEMBL4126759,CCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,7.796,1
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.222,1
CHEMBL521726,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,7.26,1
CHEMBL496224,CCOCCCO[C@@H](c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,8.26,1
CHEMBL558790,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCO)c1)C(C)C.Cl,8.222,1
CHEMBL537433,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCOC)c1)C(C)C.Cl,7.959,1
CHEMBL535633,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCS(C)(=O)=O)c1)C(C)C.Cl,7.301,1
CHEMBL239085,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)[C@@](C)(c1ccccc1)O2,6.066,1
CHEMBL536981,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCN2CCOCC2)C(C)C)ccc1OC.Cl,7.959,1
CHEMBL536522,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCCCC2)C(C)C)ccc1OC.Cl,7.658,1
CHEMBL238892,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)CO2,5.409,0
CHEMBL557193,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,9.0,1
CHEMBL4109316,CCc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,8.523,1
CHEMBL1276276,COc1ccccc1COCCCOc1ccc([C@H]2[C@H](OC[C@H](O)CO)CNC[C@@H]2OCc2cc(OC)c3ccccc3c2)cc1,10.222,1
CHEMBL449505,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4cc(F)ccc4Br)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.337,1
CHEMBL444146,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.319,1
CHEMBL447097,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(Cc3cccc(OC)c3C)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,9.208,1
CHEMBL4130200,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,9.495,1
CHEMBL591814,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)N(C)C)c2cccc(Cl)c2)C1,5.646,0
CHEMBL1790066,CC[C@@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)COc1ccccc1)C(O)C(=O)O)C(C)C)C(=O)N(C)c1ccccn1,9.155,1
CHEMBL24315,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCCN1C(=O)CSc2ccncc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,7.854,1
CHEMBL1795912,COCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,9.222,1
CHEMBL4209674,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)NCCN)C2)c1,6.824,1
CHEMBL1795910,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,8.097,1
CHEMBL159336,COC(=O)C(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCCCC1)Cc1cccc2ccccc12,7.387,1
CHEMBL76458,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N(C)C,8.481,1
CHEMBL537667,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(N)=O)C(C)C)ccc1OC.Cl,9.0,1
CHEMBL536294,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCC(=O)O)C(C)C)ccc1OC.Cl,7.921,1
CHEMBL4106519,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccoc12,8.62,1
CHEMBL553558,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCCOC)c1)C(C)C.Cl,8.699,1
CHEMBL4077961,COCCCN1CCCc2ccc(-c3cnc(N)cc3OC)cc21,4.0,0
CHEMBL564396,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H]1CN(C(C)C)C(c2ccc(OC)c(OCCCOC)c2)=N1,6.0,1
CHEMBL499856,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(C(F)(F)F)c2)C1,6.41,1
CHEMBL4212859,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CNC)C2)c1,8.699,1
CHEMBL4213138,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)C[C@H](O)CN)C2)c1,8.886,1
CHEMBL306777,CCCCNC(=O)[C@@H](CC(O)C(CC1CCCCC1)NC(=O)Cc1nnc2c(CCC)nc(-c3cccnc3)cn12)C(C)C,7.585,1
CHEMBL4128438,COCCCCn1c(C(=O)N(CC(C)C)[C@H]2CCCNC2)nc2ccccc21,8.041,1
CHEMBL4127842,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccn12,8.959,1
CHEMBL307917,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCc1ccccc1)NC(=O)N1CCOCC1,8.699,1
CHEMBL74310,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN3CCOCC3)C(C)C)nnc12,9.398,1
CHEMBL4128795,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(C)(C)O)C2)nc2ccccc21,8.585,1
CHEMBL3990145,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccc21,8.854,1
CHEMBL1910305,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CN3CCOCC3)c21,8.824,1
CHEMBL503443,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(F)ccc(F)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.481,1
CHEMBL510822,COc1ccccc1OCCOc1ccc(C2=C(C(=O)N(Cc3cccc(Cl)c3Cl)C3CC3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,6.382,1
CHEMBL508161,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)NCc3ccccc3)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,5.125,0
CHEMBL3142189,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@](C)(Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,5.0,0
CHEMBL451603,COc1cccc(CN(C(=O)C2=C(c3ccc(CN(C)Cc4c(F)ccc(F)c4Cl)cc3)CC3CNCC2N3)C2CC2)c1C,8.538,1
CHEMBL1644461,CC(C)[C@H](C[C@H](O)[C@H](COCc1ccccc1)NC(=O)c1cc(C(=O)N[C@H](C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C,7.42,1
CHEMBL567430,NC1=NC(c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NOCCN12,5.69,0
CHEMBL2016936,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)no1,5.022,0
CHEMBL484897,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2F)C1,10.0,1
CHEMBL49460,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H]1[C@H](Cc2ccccc2)[C@@H]1C(=O)N1CCOCC1,6.432,1
CHEMBL1257349,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3F)cc2)c(Cl)c1,5.939,0
CHEMBL1258168,CC(=O)NCc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,8.678,1
CHEMBL238457,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CCO2,5.569,0
CHEMBL484897,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2F)C1,9.137,1
CHEMBL3963089,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1OCC2,6.276,1
CHEMBL2017107,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)=O,8.55,1
CHEMBL3143483,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CCCOP(=O)(O)O)C(C)C)C(=O)NCc1ccccn1,9.347,1
CHEMBL1818050,COCCCC[C@@](O)(c1ccccc1-c1ccccc1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,7.432,1
CHEMBL4109479,COCCCn1nc(C)c2c(F)cc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,9.222,1
CHEMBL4114564,COCCCCn1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cc(F)cnc21,8.959,1
CHEMBL399200,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)[C@@H](C)O2,6.879,1
CHEMBL75683,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCC(O)CC1,9.167,1
CHEMBL506268,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(Cl)cc(C)c(C)c4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,9.523,1
CHEMBL504403,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CNC[C@@H](C2)N3)cc1,8.167,1
CHEMBL508748,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(S(=O)(=O)Cc4ccccc4)C[C@@H](C2)N3)cc1,8.319,1
CHEMBL453778,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4ccc(Cl)cc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,6.159,1
CHEMBL502200,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(C)=O)C[C@@H](C2)N3)cc1,7.066,1
CHEMBL4109274,COc1cc(OC)cc(C(C)N(C(=O)[C@H]2CNCCO2)C2CC2)c1,7.137,1
CHEMBL507560,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(Cl)cc(C)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,7.222,1
CHEMBL3966177,COCCCCn1nc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2cccnc21,7.377,1
CHEMBL4106698,COCCCn1cc(Cl)c2cnc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,8.201,1
CHEMBL1824934,Cc1c(F)cc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,6.971,1
CHEMBL3144417,CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,9.119,1
CHEMBL1276714,COc1ccccc1COCCCOc1ccc([C@H]2CCNC[C@H]2NCc2ccc3ccccc3c2)cc1,7.215,1
CHEMBL3142169,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,9.284,1
CHEMBL4113166,COCCCn1cc(Cl)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,7.523,1
CHEMBL592763,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)OC)c2cccc(Cl)c2)C1,9.745,1
CHEMBL592763,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)OC)c2cccc(Cl)c2)C1,8.432,1
CHEMBL591340,COC(=O)NCCO[C@@H](c1cccc(F)c1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,8.481,1
CHEMBL4108958,COCCCn1nc(C)c2c(Cl)cc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,7.824,1
CHEMBL3921411,CCc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,7.456,1
CHEMBL4109912,CCc1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2c1c(C(F)(F)F)cn2CCCCO,8.886,1
CHEMBL1910292,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,8.194,1
CHEMBL1818039,CNC[C@H](CC(C)C)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2Oc2ccccc2)C1,8.056,1
CHEMBL1093288,CC(=O)N(C)Cc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,6.602,1
CHEMBL1824645,COc1cc2c(cn1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,6.439,1
CHEMBL1824626,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,6.724,1
CHEMBL3907708,COC(=O)[C@H]1CNC[C@@H](N(CC(C)C)C(=O)c2cnc(C(C)(C)C)nc2NCc2ccco2)C1,9.456,1
CHEMBL497821,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,7.398,1
CHEMBL2204017,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,8.678,1
CHEMBL1795910,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,7.602,1
CHEMBL2204741,CCC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,8.602,1
CHEMBL3143484,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)COP(=O)(O)O)C(C)C)C(=O)NCc1ccccn1,8.796,1
CHEMBL46607,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)[C@H]1[C@H](C(=O)N2CCOCC2)[C@@H]1c1ccccc1,7.699,1
CHEMBL3143426,COP(=O)(C[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)OC,5.824,0
CHEMBL1761535,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC2(C(=O)O)CCCC2)c1,7.907,1
CHEMBL1824641,Cc1ccccc1Cc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,6.284,1
CHEMBL2387546,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccccc1.O=C(O)/C=C/C(=O)O,8.854,1
CHEMBL2048571,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,8.854,1
