molecule_chembl_id,Smiles,pIC50,bioactivity_class
CHEMBL4214993,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCC3CCCCN3)C2)c1,6.9,1
CHEMBL239495,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(CC)(CC)O2,6.611,1
CHEMBL240566,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,7.284,1
CHEMBL240355,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,7.699,1
CHEMBL556783,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@H]2CCC(=O)N2)C(C)C)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL536082,CNC(=O)CCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,9.097,1
CHEMBL4093580,Cc1cc(N)nc(C)c1-c1cccc2cc[nH]c12,3.907,0
CHEMBL240355,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,6.833,1
CHEMBL241663,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)[C@](C)(c1cc(F)cc(F)c1)O2,7.319,1
CHEMBL4216413,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC(O)CN)C2)c1,7.444,1
CHEMBL4202961,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNCCO)C2)c1,7.201,1
CHEMBL4209579,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CN)C2)c1,7.201,1
CHEMBL4206955,CCc1cccc(-c2c(F)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CC3CCCN3)C2)c1,6.097,1
CHEMBL3318957,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cn2)C2CC2)[C@@H]1O,8.699,1
CHEMBL4129831,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)cnc1-c1ccccc1,8.553,1
CHEMBL4129724,COCCCCn1nc(C(C)(C)C)cc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,8.444,1
CHEMBL4127179,CC(C)CN(C(=O)c1nc2ccccc2n1C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,9.18,1
CHEMBL537434,CCCCNC(=O)[C@@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,6.921,1
CHEMBL558379,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)N2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL1796061,COCCCc1cc(C)c(C)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,9.0,1
CHEMBL1270568,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,8.046,1
CHEMBL1824627,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,7.022,1
CHEMBL94827,CN(CCN(C)C(=O)N1CCOCC1)C(=O)O[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,9.796,1
CHEMBL537223,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2nn[nH]n2)C(C)C)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL556570,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC[C@H](C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,9.0,1
CHEMBL292812,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(CC(=O)C(C)(C)C)Cc1ccccc1)C(C)C,8.222,1
CHEMBL495607,CCOCCCO[C@@H](c1cccc(F)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,7.076,1
CHEMBL1093289,Cc1cc(Cl)c(OCCCc2ccc(CC(CN)C(=O)N(Cc3cc(CCCN(C)C)ccc3Cl)C3CC3)cc2)c(Cl)c1,8.824,1
CHEMBL1761533,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCCC(C)(C)C(=O)O)c1,8.215,1
CHEMBL1824933,Cc1cc(F)c(F)cc1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,6.492,1
CHEMBL1957796,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OC(=O)c2cc(F)c(F)cc23)c(C)c1,8.796,1
CHEMBL4080664,CCc1nc(N)cc(OC)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(C)O2,7.347,1
CHEMBL3321919,COc1cc(CC(=O)NC(=N)NCc2ccccc2)c([N+](=O)[O-])cc1OC,4.523,0
CHEMBL1923129,COCCCc1cc(CCCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,10.097,1
CHEMBL2048564,COCCCOc1ccccc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1=O.O=C(O)/C=C/C(=O)O,8.921,1
CHEMBL4127842,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccn12,8.678,1
CHEMBL94731,NC1CCN(C(=O)O[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,9.276,1
CHEMBL1824626,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,7.244,1
CHEMBL2023122,CNC[C@H](C[C@@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,8.569,1
CHEMBL352480,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,7.444,1
CHEMBL3633108,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2cccc(Cl)c2)C(C)C)C(C)C)ccc1OC.Cl,8.009,1
CHEMBL3142179,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,6.137,1
CHEMBL538092,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCN2CCC(O)CC2)C(C)C)ccc1OC.Cl,8.155,1
CHEMBL241458,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,6.851,1
CHEMBL4125900,CC(C)CN(C(=O)c1nc2ccccc2[nH]1)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,8.398,1
CHEMBL4126759,CCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,8.0,1
CHEMBL592047,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)NC)c2cccc(Cl)c2)C1,6.851,1
CHEMBL430372,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1ccccc1)O2,6.658,1
CHEMBL239319,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C[C@H](C)O2,6.509,1
CHEMBL534728,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCO)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL194658,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2C(F)(F)F)cc1,6.569,1
CHEMBL239745,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1ccc(F)cc1)O2,6.488,1
CHEMBL3400447,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)Oc2ccccc2)C(C)C)ccc1OC,6.824,1
CHEMBL306338,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,9.538,1
CHEMBL2017098,Cc1cccc(-c2noc([C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)c2Br)c1C,9.328,1
CHEMBL241241,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC(F)(F)F)C(=O)C(C)(c1cc(F)cc(F)c1)O2,6.74,1
CHEMBL1257349,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4Cl)cc3F)cc2)c(Cl)c1,8.155,1
CHEMBL536521,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)N2CCOCC2)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL363620,COc1cccc(COC[C@H]2CNCC(=O)N2c2ccc(OCCCOCc3ccccc3OC)cc2)c1,6.222,1
CHEMBL1796075,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,10.301,1
CHEMBL3936161,COCCCn1nc(C)c2c(F)cc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,7.678,1
CHEMBL536082,CNC(=O)CCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,8.523,1
CHEMBL537668,CNC(=O)CCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,8.699,1
CHEMBL536296,CCOC(=O)CCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,7.959,1
CHEMBL536294,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCC(=O)O)C(C)C)ccc1OC.Cl,7.77,1
CHEMBL4112620,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Br)c1OC,8.409,1
CHEMBL4112718,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(F)c1OC,7.959,1
CHEMBL497821,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,7.398,1
CHEMBL524076,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(C)c2)C1,8.602,1
CHEMBL497027,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2ccccc2F)C1,7.215,1
CHEMBL536295,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCCO)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL497821,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,6.35,1
CHEMBL4102221,CCc1nc(N)cc(OC)c1-c1ccc2c(c1)N(CCCOC)CCC2,6.301,1
CHEMBL348587,CC(C)CC(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCOCC1)Cc1cccc2ccccc12)C(O)C(=O)OC(C)C,4.0,0
CHEMBL1824900,Cc1c(F)cccc1Cc1c(C(=O)N2CCN[C@@H](C)C2)c2cnc(O)cc2n1C1CCCCC1,6.812,1
CHEMBL1824637,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,6.91,1
CHEMBL4068297,CCc1nc(N)cc(C)c1-c1cccc2c(C)c[nH]c12,5.472,0
CHEMBL1818060,COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,8.432,1
CHEMBL1818048,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@H]2C[C@@H](N)[C@H](O)C2)C1,7.959,1
CHEMBL4108120,COCCCOc1cc2c(cc1Br)CC[C@H]2N(C(=O)[C@H]1CNCCO1)C1CC1,8.167,1
CHEMBL541135,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)O)C(C)C)ccc1OC.Cl,8.523,1
CHEMBL536521,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(=O)N2CCOCC2)C(C)C)ccc1OC.Cl,8.699,1
CHEMBL4126136,CCCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,9.699,1
CHEMBL2387448,C[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C.O=C(O)/C=C/C(=O)O,9.0,1
CHEMBL239496,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(c1cc(F)cc(F)c1)O2,8.155,1
CHEMBL398584,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(C)=O)C(=O)C(C)(c1cc(F)cc(F)c1)O2,9.0,1
CHEMBL239746,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(c1cc(F)cc(F)c1)O2,7.022,1
CHEMBL2387573,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2Cl)CC1(C)C)C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2.O=C(O)/C=C/C(=O)O,8.854,1
CHEMBL550066,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(CC)c(OCCCOC)c1)C(C)C,8.155,1
CHEMBL239100,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)CC(C)O2,6.629,1
CHEMBL3674434,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(CC(C)C)c2cc(OC)c(C(C)C)cn2)C1,9.097,1
CHEMBL4112622,COc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(Cl)c1OC,7.051,1
CHEMBL3545059,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,8.538,1
CHEMBL390197,CCc1nc(N)nc(N)c1-c1ccc(NCc2ccc(Cl)c(Cl)c2)cc1,4.569,0
CHEMBL31466,c1ccc(COCCCOc2ccc([C@H]3CCNC[C@@H]3OCc3ccc4ccccc4c3)cc2)cc1,8.301,1
CHEMBL496827,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(OC)c2)C1,7.056,1
CHEMBL499856,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(C(F)(F)F)c2)C1,8.155,1
CHEMBL551279,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(C)C)S(=O)(=O)c1ccc(OC)cc1,4.0,0
CHEMBL295507,CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)[C@@H](O)CCSCCc1ccccc1,5.377,0
CHEMBL50412,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CCS(=O)(=O)C(C)C,7.114,1
CHEMBL1761522,CCNC(=O)NCCCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,10.658,1
CHEMBL1761523,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)O)c1,10.013,1
CHEMBL1761535,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC2(C(=O)O)CCCC2)c1,11.0,1
CHEMBL1761673,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@H]2C[C@@H]2C(=O)NS(C)(=O)=O)c1,11.0,1
CHEMBL1761523,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)O)c1,7.975,1
CHEMBL1824947,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](CO)C2)c2ncccc2n1C1CCCCC1,6.409,1
CHEMBL3900382,COCCCn1cc(Cl)c2ccc([C@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,6.237,1
CHEMBL1276678,CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,9.523,1
CHEMBL1923120,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2ccccc12)C1CC1,9.796,1
CHEMBL1923110,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OC(=O)Cc2ccccc23)C2CC2)cc(OCCOC)c1,7.046,1
CHEMBL1923121,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c2ccccc2c1,10.046,1
CHEMBL1923115,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cc(Cl)ccc1Cl)C1CC1,8.432,1
CHEMBL1271391,COc1ccc(-n2c(Cc3cccc(F)c3C)c(C(=O)N3CCNCC3)c3ccccc32)cn1,6.444,1
CHEMBL3914750,COCCCCn1cc(C(C)N(C(=O)C2CCNC2)C2CC2)c2cc(F)cnc21,7.06,1
CHEMBL2023122,CNC[C@H](C[C@@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,8.347,1
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,9.187,1
CHEMBL566012,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,4.374,0
CHEMBL3142180,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)C(C)(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,5.167,0
CHEMBL76697,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN(C)C)C(C)C)nnc12,8.066,1
CHEMBL591105,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,9.06,1
CHEMBL590866,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccc(F)c(F)c2)C1,7.78,1
CHEMBL503710,NC(=O)CCCC(=O)N1CC2CC(c3ccc(CCCOc4cc(Cl)ccc4Br)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,9.26,1
CHEMBL508158,COc1ccccc1COCCCOc1ccc(C2=C(C(=O)N(C)Cc3ccccc3Cl)[C@H]3CN(C(=O)Cc4ccc(Cl)cc4)C[C@@H](C2)N3)cc1,9.0,1
CHEMBL452191,O=C(CO)N1CC2CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,6.449,1
CHEMBL508205,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(OCCOc4c(Cl)cc(C)cc4Cl)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.149,1
CHEMBL452147,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4c(F)ccc(Cl)c4F)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,7.301,1
CHEMBL1910300,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,8.469,1
CHEMBL470882,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4cc(F)ccc4Br)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.62,1
CHEMBL505635,Cc1cc(Cl)c(OCCOc2ncc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)[C@H]4CNC[C@@H](C3)N4)s2)c(Cl)c1,9.174,1
CHEMBL467850,CC(=O)N1C[C@H]2N[C@H](CC(c3ccc(CCCOc4ccccc4)cc3)=C2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)C1,8.114,1
CHEMBL557977,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCc2ccccn2)C(C)C)ccc1OC.Cl,8.097,1
CHEMBL534738,CCS(=O)(=O)CCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C.Cl,8.398,1
CHEMBL55787,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(C)(OC(=O)C(C)(C)C)c1ccccc1)C(C)C,8.155,1
CHEMBL1923125,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc2cccnc12)C1CC1,8.602,1
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,8.62,1
CHEMBL1923109,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OC=Cc2ccccc23)C2CC2)cc(OCCOC)c1,6.638,1
CHEMBL1783186,CCCCNC(=O)C(C)CC(O)C(N)CC(CNC(=O)c1cccc(OCCCOC)c1)C(C)C,9.046,1
CHEMBL4211388,CCc1cccc(-c2c(Cl)cccc2C(O)(CCCNC(=O)OC)[C@@H]2CCCN(C(=O)CCCNC)C2)c1,9.0,1
CHEMBL2017098,Cc1cccc(-c2noc([C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)c2Br)c1C,7.678,1
CHEMBL4107704,COCCCn1ccc2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,8.678,1
CHEMBL4113166,COCCCn1cc(Cl)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,7.921,1
CHEMBL1257229,COc1cc(-c2ccccc2Cl)ccc1C(CN)Cc1ccc(OCCOc2c(Cl)cc(C)cc2Cl)cc1,5.441,0
CHEMBL1257824,COCCOc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,8.13,1
CHEMBL1257824,COCCOc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,5.825,0
CHEMBL2017107,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)=O,8.377,1
CHEMBL2017102,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,9.222,1
CHEMBL3983401,COCCCn1cc(Cl)c2cnc([C@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,7.921,1
CHEMBL590866,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccc(F)c(F)c2)C1,8.602,1
CHEMBL3318929,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2ccc(C(C)C)cc2)C2CC2)C1.Cl,5.272,0
CHEMBL1093934,Cc1cc(Cl)c(OCCCc2ccc(C[C@@H](CN)C(=O)N(Cc3cc(CCCC#N)ccc3Cl)C3CC3)cc2)c(Cl)c1,8.337,1
CHEMBL3969876,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nc2ccccc21.Cl,8.678,1
CHEMBL606238,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)ccc2F)C1,9.208,1
CHEMBL592765,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cc(F)cc(Cl)c2)C1,9.284,1
CHEMBL4111441,COCCCn1cc(C)c2cnc(C(C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,8.0,1
CHEMBL3400459,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)CC2CCOCC2)C(C)C)ccc1OC,7.187,1
CHEMBL3400456,CCCS(=O)(=O)N[C@@H]1CNC[C@H]1CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,7.602,1
CHEMBL540892,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C)C(C)C.Cl,9.0,1
CHEMBL536530,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)CN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,7.569,1
CHEMBL550005,CCCCNC(=O)[C@@H](C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(CC)c(OCCCOC)c1)C(C)C)C(C)C,8.0,1
CHEMBL556348,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCc2c[nH]cn2)C(C)C)ccc1OC.Cl,8.398,1
CHEMBL1824647,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1-c1ccccc1,7.62,1
